V4_1,data marking,time_codelist,time,geography_codelist,geography,estimate_codelist,estimate,measureofwellbeing_codelist,measure of wellbeing
7.46,,year ending,2012 Q2 - 2013 Q1,K02000001,United Kingdom,mean-average,Mean Average,life-satisfaction,Life Satisfaction
30.09,,year ending,2011 Q3 - 2012 Q2,N92000002,Northern Ireland,very-good,Very good,life-satisfaction,Life Satisfaction
18.06,,year ending,2011 Q3 - 2012 Q2,W92000004,Wales,fair,Fair,life-satisfaction,Life Satisfaction
5.64,,year ending,2012 Q4 - 2013 Q3,K02000001,United Kingdom,poor,Poor,life-satisfaction,Life Satisfaction
15.83,,year ending,2013 Q3 - 2014 Q2,E92000001,England,fair,Fair,life-satisfaction,Life Satisfaction
16.34,,year ending,2013 Q1 - 2013 Q4,W92000004,Wales,fair,Fair,life-satisfaction,Life Satisfaction
7.65,,year ending,2015 Q1 - 2015 Q4,K02000001,United Kingdom,mean-average,Mean Average,life-satisfaction,Life Satisfaction
10.75,,year ending,2016 Q4 - 2017 Q3,N92000002,Northern Ireland,fair,Fair,life-satisfaction,Life Satisfaction
18,,year ending,2011 Q3 - 2012 Q2,K02000001,United Kingdom,fair,Fair,anxiety,Anxiety
6.51,,year ending,2011 Q2 - 2012 Q1,K02000001,United Kingdom,poor,Poor,life-satisfaction,Life Satisfaction
16.77,,year ending,2012 Q3 - 2013 Q2,K02000001,United Kingdom,fair,Fair,life-satisfaction,Life Satisfaction
7.41,,year ending,2011 Q2 - 2012 Q1,E92000001,England,mean-average,Mean Average,life-satisfaction,Life Satisfaction
12.21,,year ending,2016 Q3 - 2017 Q2,K02000001,United Kingdom,fair,Fair,worthwhile,Worthwhile
7.45,,year ending,2011 Q4 - 2012 Q3,K02000001,United Kingdom,mean-average,Mean Average,life-satisfaction,Life Satisfaction
7.7,,year ending,2012 Q2 - 2013 Q1,K02000001,United Kingdom,mean-average,Mean Average,worthwhile,Worthwhile
4.56,,year ending,2015 Q4 - 2016 Q3,E92000001,England,poor,Poor,life-satisfaction,Life Satisfaction
16.61,,year ending,2013 Q4 - 2014 Q3,K02000001,United Kingdom,fair,Fair,anxiety,Anxiety
7.65,,year ending,2015 Q3 - 2016 Q2,E92000001,England,mean-average,Mean Average,life-satisfaction,Life Satisfaction
7.48,,year ending,2012 Q3 - 2013 Q2,K02000001,United Kingdom,mean-average,Mean Average,life-satisfaction,Life Satisfaction
2.83,,year ending,2014 Q4 - 2015 Q3,K02000001,United Kingdom,mean-average,Mean Average,anxiety,Anxiety
28.24,,year ending,2014 Q1 - 2014 Q4,K02000001,United Kingdom,very-good,Very good,life-satisfaction,Life Satisfaction
39.22,,year ending,2013 Q1 - 2013 Q4,K02000001,United Kingdom,very-good,Very good,anxiety,Anxiety
3.64,,year ending,2014 Q4 - 2015 Q3,K02000001,United Kingdom,poor,Poor,worthwhile,Worthwhile
7.44,,year ending,2012 Q2 - 2013 Q1,W92000004,Wales,mean-average,Mean Average,life-satisfaction,Life Satisfaction
13.86,,year ending,2016 Q1 - 2016 Q4,K02000001,United Kingdom,fair,Fair,life-satisfaction,Life Satisfaction
5.54,,year ending,2013 Q2 - 2014 Q1,K02000001,United Kingdom,poor,Poor,life-satisfaction,Life Satisfaction
34.35,,year ending,2015 Q4 - 2016 Q3,K02000001,United Kingdom,very-good,Very good,happiness,Happiness
28.73,,year ending,2013 Q4 - 2014 Q3,S92000003,Scotland,very-good,Very good,life-satisfaction,Life Satisfaction
7.88,,year ending,2016 Q1 - 2016 Q4,N92000002,Northern Ireland,mean-average,Mean Average,life-satisfaction,Life Satisfaction
41.15,,year ending,2014 Q3 - 2015 Q2,K02000001,United Kingdom,very-good,Very good,anxiety,Anxiety
15.16,,year ending,2014 Q1 - 2014 Q4,K02000001,United Kingdom,fair,Fair,life-satisfaction,Life Satisfaction
4.34,,year ending,2012 Q3 - 2013 Q2,K02000001,United Kingdom,poor,Poor,worthwhile,Worthwhile
39.97,,year ending,2013 Q4 - 2014 Q3,K02000001,United Kingdom,very-good,Very good,anxiety,Anxiety
15.81,,year ending,2011 Q4 - 2012 Q3,S92000003,Scotland,fair,Fair,life-satisfaction,Life Satisfaction
7.69,,year ending,2011 Q4 - 2012 Q3,K02000001,United Kingdom,mean-average,Mean Average,worthwhile,Worthwhile
25.62,,year ending,2012 Q2 - 2013 Q1,E92000001,England,very-good,Very good,life-satisfaction,Life Satisfaction
49.21,,year ending,2013 Q1 - 2013 Q4,K02000001,United Kingdom,good,Good,worthwhile,Worthwhile
52.26,,year ending,2016 Q1 - 2016 Q4,E92000001,England,good,Good,life-satisfaction,Life Satisfaction
40.19,,year ending,2014 Q3 - 2015 Q2,N92000002,Northern Ireland,very-good,Very good,life-satisfaction,Life Satisfaction
16.52,,year ending,2012 Q4 - 2013 Q3,K02000001,United Kingdom,fair,Fair,life-satisfaction,Life Satisfaction
4.47,,year ending,2011 Q4 - 2012 Q3,K02000001,United Kingdom,poor,Poor,worthwhile,Worthwhile
44.39,,year ending,2013 Q2 - 2014 Q1,N92000002,Northern Ireland,good,Good,life-satisfaction,Life Satisfaction
17.29,,year ending,2012 Q2 - 2013 Q1,E92000001,England,fair,Fair,life-satisfaction,Life Satisfaction
14.64,,year ending,2011 Q2 - 2012 Q1,N92000002,Northern Ireland,fair,Fair,worthwhile,Worthwhile
7.49,,year ending,2013 Q1 - 2013 Q4,K02000001,United Kingdom,mean-average,Mean Average,life-satisfaction,Life Satisfaction
26.73,,year ending,2013 Q1 - 2013 Q4,K02000001,United Kingdom,very-good,Very good,life-satisfaction,Life Satisfaction
16.64,,year ending,2012 Q4 - 2013 Q3,E92000001,England,fair,Fair,life-satisfaction,Life Satisfaction
39.92,,year ending,2011 Q4 - 2012 Q3,K02000001,United Kingdom,good,Good,happiness,Happiness
9.11,,year ending,2014 Q1 - 2014 Q4,K02000001,United Kingdom,poor,Poor,happiness,Happiness
31.46,,year ending,2011 Q2 - 2012 Q1,S92000003,Scotland,very-good,Very good,worthwhile,Worthwhile
34.52,,year ending,2014 Q4 - 2015 Q3,K02000001,United Kingdom,very-good,Very good,worthwhile,Worthwhile
31.22,,year ending,2011 Q2 - 2012 Q1,E92000001,England,very-good,Very good,worthwhile,Worthwhile
7.44,,year ending,2012 Q2 - 2013 Q1,E92000001,England,mean-average,Mean Average,life-satisfaction,Life Satisfaction
7.4,,year ending,2011 Q3 - 2012 Q2,W92000004,Wales,mean-average,Mean Average,life-satisfaction,Life Satisfaction
17.27,,year ending,2012 Q4 - 2013 Q3,K02000001,United Kingdom,fair,Fair,happiness,Happiness
5.58,,year ending,2013 Q2 - 2014 Q1,E92000001,England,poor,Poor,life-satisfaction,Life Satisfaction
13.99,,year ending,2015 Q4 - 2016 Q3,K02000001,United Kingdom,fair,Fair,life-satisfaction,Life Satisfaction
27.85,,year ending,2012 Q4 - 2013 Q3,S92000003,Scotland,very-good,Very good,life-satisfaction,Life Satisfaction
40.19,,year ending,2012 Q1 - 2012 Q4,K02000001,United Kingdom,good,Good,happiness,Happiness
29.12,,year ending,2014 Q4 - 2015 Q3,K02000001,United Kingdom,very-good,Very good,life-satisfaction,Life Satisfaction
7.69,,year ending,2016 Q3 - 2017 Q2,K02000001,United Kingdom,mean-average,Mean Average,life-satisfaction,Life Satisfaction
51.7,,year ending,2014 Q2 - 2015 Q1,K02000001,United Kingdom,good,Good,life-satisfaction,Life Satisfaction
5.18,,year ending,2015 Q2 - 2016 Q1,W92000004,Wales,poor,Poor,life-satisfaction,Life Satisfaction
7.56,,year ending,2013 Q4 - 2014 Q3,K02000001,United Kingdom,mean-average,Mean Average,life-satisfaction,Life Satisfaction
4.74,,year ending,2014 Q2 - 2015 Q1,E92000001,England,poor,Poor,life-satisfaction,Life Satisfaction
26.17,,year ending,2012 Q1 - 2012 Q4,K02000001,United Kingdom,very-good,Very good,life-satisfaction,Life Satisfaction
5.74,,year ending,2012 Q2 - 2013 Q1,E92000001,England,poor,Poor,life-satisfaction,Life Satisfaction
7.68,,year ending,2016 Q2 - 2017 Q1,S92000003,Scotland,mean-average,Mean Average,life-satisfaction,Life Satisfaction
12.74,,year ending,2015 Q3 - 2016 Q2,K02000001,United Kingdom,fair,Fair,worthwhile,Worthwhile
4.5,,year ending,2015 Q1 - 2015 Q4,K02000001,United Kingdom,poor,Poor,life-satisfaction,Life Satisfaction
51.33,,year ending,2012 Q3 - 2013 Q2,S92000003,Scotland,good,Good,life-satisfaction,Life Satisfaction
16.49,,year ending,2014 Q2 - 2015 Q1,K02000001,United Kingdom,fair,Fair,anxiety,Anxiety
5.81,,year ending,2013 Q3 - 2014 Q2,W92000004,Wales,poor,Poor,life-satisfaction,Life Satisfaction
13.7,,year ending,2013 Q3 - 2014 Q2,K02000001,United Kingdom,fair,Fair,worthwhile,Worthwhile
14.38,,year ending,2016 Q2 - 2017 Q1,W92000004,Wales,fair,Fair,life-satisfaction,Life Satisfaction
13.93,,year ending,2013 Q2 - 2014 Q1,K02000001,United Kingdom,fair,Fair,worthwhile,Worthwhile
7.58,,year ending,2014 Q1 - 2014 Q4,K02000001,United Kingdom,mean-average,Mean Average,life-satisfaction,Life Satisfaction
14.37,,year ending,2015 Q1 - 2015 Q4,E92000001,England,fair,Fair,life-satisfaction,Life Satisfaction
32.12,,year ending,2012 Q4 - 2013 Q3,K02000001,United Kingdom,very-good,Very good,worthwhile,Worthwhile
5.42,,year ending,2012 Q2 - 2013 Q1,S92000003,Scotland,poor,Poor,life-satisfaction,Life Satisfaction
4.85,,year ending,2013 Q4 - 2014 Q3,S92000003,Scotland,poor,Poor,life-satisfaction,Life Satisfaction
12.64,,year ending,2015 Q4 - 2016 Q3,K02000001,United Kingdom,fair,Fair,worthwhile,Worthwhile
37.28,,year ending,2012 Q3 - 2013 Q2,N92000002,Northern Ireland,very-good,Very good,worthwhile,Worthwhile
5.69,,year ending,2013 Q1 - 2013 Q4,E92000001,England,poor,Poor,life-satisfaction,Life Satisfaction
7.7,,year ending,2012 Q1 - 2012 Q4,K02000001,United Kingdom,mean-average,Mean Average,worthwhile,Worthwhile
34.24,,year ending,2015 Q2 - 2016 Q1,K02000001,United Kingdom,very-good,Very good,happiness,Happiness
9.43,,year ending,2013 Q3 - 2014 Q2,K02000001,United Kingdom,poor,Poor,happiness,Happiness
7.33,,year ending,2012 Q3 - 2013 Q2,K02000001,United Kingdom,mean-average,Mean Average,happiness,Happiness
14.98,,year ending,2012 Q1 - 2012 Q4,E92000001,England,fair,Fair,worthwhile,Worthwhile
25.84,,year ending,2012 Q3 - 2013 Q2,E92000001,England,very-good,Very good,life-satisfaction,Life Satisfaction
5.09,,year ending,2011 Q4 - 2012 Q3,W92000004,Wales,poor,Poor,worthwhile,Worthwhile
16.51,,year ending,2014 Q3 - 2015 Q2,K02000001,United Kingdom,fair,Fair,happiness,Happiness
7.42,,year ending,2012 Q1 - 2012 Q4,W92000004,Wales,mean-average,Mean Average,life-satisfaction,Life Satisfaction
7.67,,year ending,2011 Q2 - 2012 Q1,K02000001,United Kingdom,mean-average,Mean Average,worthwhile,Worthwhile
35.79,,year ending,2013 Q2 - 2014 Q1,N92000002,Northern Ireland,very-good,Very good,life-satisfaction,Life Satisfaction
5.86,,year ending,2012 Q1 - 2012 Q4,E92000001,England,poor,Poor,life-satisfaction,Life Satisfaction
16.06,,year ending,2013 Q2 - 2014 Q1,E92000001,England,fair,Fair,life-satisfaction,Life Satisfaction
51.77,,year ending,2016 Q3 - 2017 Q2,K02000001,United Kingdom,good,Good,life-satisfaction,Life Satisfaction
4.58,,year ending,2015 Q4 - 2016 Q3,K02000001,United Kingdom,poor,Poor,life-satisfaction,Life Satisfaction
7.65,,year ending,2015 Q4 - 2016 Q3,E92000001,England,mean-average,Mean Average,life-satisfaction,Life Satisfaction
51.92,,year ending,2014 Q3 - 2015 Q2,K02000001,United Kingdom,good,Good,life-satisfaction,Life Satisfaction
4.52,,year ending,2014 Q4 - 2015 Q3,E92000001,England,poor,Poor,life-satisfaction,Life Satisfaction
14.23,,year ending,2015 Q2 - 2016 Q1,K02000001,United Kingdom,fair,Fair,life-satisfaction,Life Satisfaction
7.58,,year ending,2013 Q2 - 2014 Q1,S92000003,Scotland,mean-average,Mean Average,life-satisfaction,Life Satisfaction
51.5,,year ending,2013 Q3 - 2014 Q2,K02000001,United Kingdom,good,Good,life-satisfaction,Life Satisfaction
34.85,,year ending,2016 Q2 - 2017 Q1,K02000001,United Kingdom,very-good,Very good,happiness,Happiness
51.3,,year ending,2014 Q2 - 2015 Q1,S92000003,Scotland,good,Good,worthwhile,Worthwhile
11.88,,year ending,2015 Q1 - 2015 Q4,N92000002,Northern Ireland,fair,Fair,life-satisfaction,Life Satisfaction
7.85,,year ending,2016 Q1 - 2016 Q4,K02000001,United Kingdom,mean-average,Mean Average,worthwhile,Worthwhile
43.2,,year ending,2013 Q4 - 2014 Q3,N92000002,Northern Ireland,good,Good,life-satisfaction,Life Satisfaction
50.36,,year ending,2011 Q3 - 2012 Q2,E92000001,England,good,Good,life-satisfaction,Life Satisfaction
37.11,,year ending,2016 Q2 - 2017 Q1,N92000002,Northern Ireland,very-good,Very good,life-satisfaction,Life Satisfaction
3.96,,year ending,2014 Q1 - 2014 Q4,K02000001,United Kingdom,poor,Poor,worthwhile,Worthwhile
34.47,,year ending,2015 Q3 - 2016 Q2,K02000001,United Kingdom,very-good,Very good,worthwhile,Worthwhile
17.94,,year ending,2012 Q1 - 2012 Q4,K02000001,United Kingdom,fair,Fair,happiness,Happiness
12.62,,year ending,2014 Q4 - 2015 Q3,K02000001,United Kingdom,fair,Fair,worthwhile,Worthwhile
13.85,,year ending,2016 Q2 - 2017 Q1,E92000001,England,fair,Fair,life-satisfaction,Life Satisfaction
50.03,,year ending,2014 Q1 - 2014 Q4,W92000004,Wales,good,Good,life-satisfaction,Life Satisfaction
4.49,,year ending,2013 Q1 - 2013 Q4,N92000002,Northern Ireland,poor,Poor,life-satisfaction,Life Satisfaction
4.3,,year ending,2013 Q2 - 2014 Q1,S92000003,Scotland,poor,Poor,worthwhile,Worthwhile
16.59,,year ending,2014 Q2 - 2015 Q1,K02000001,United Kingdom,fair,Fair,happiness,Happiness
14.87,,year ending,2012 Q1 - 2012 Q4,K02000001,United Kingdom,fair,Fair,worthwhile,Worthwhile
3.4,,year ending,2014 Q1 - 2014 Q4,N92000002,Northern Ireland,poor,Poor,life-satisfaction,Life Satisfaction
17.46,,year ending,2012 Q3 - 2013 Q2,K02000001,United Kingdom,fair,Fair,anxiety,Anxiety
40.43,,year ending,2016 Q1 - 2016 Q4,K02000001,United Kingdom,good,Good,happiness,Happiness
7.74,,year ending,2013 Q2 - 2014 Q1,S92000003,Scotland,mean-average,Mean Average,worthwhile,Worthwhile
9.91,,year ending,2012 Q4 - 2013 Q3,K02000001,United Kingdom,poor,Poor,happiness,Happiness
14.33,,year ending,2013 Q1 - 2013 Q4,E92000001,England,fair,Fair,worthwhile,Worthwhile
50.23,,year ending,2013 Q4 - 2014 Q3,W92000004,Wales,good,Good,life-satisfaction,Life Satisfaction
26.26,,year ending,2012 Q3 - 2013 Q2,K02000001,United Kingdom,very-good,Very good,life-satisfaction,Life Satisfaction
26.26,,year ending,2013 Q1 - 2013 Q4,E92000001,England,very-good,Very good,life-satisfaction,Life Satisfaction
40.59,,year ending,2014 Q3 - 2015 Q2,K02000001,United Kingdom,good,Good,happiness,Happiness
7.54,,year ending,2013 Q4 - 2014 Q3,E92000001,England,mean-average,Mean Average,life-satisfaction,Life Satisfaction
7.76,,year ending,2013 Q3 - 2014 Q2,K02000001,United Kingdom,mean-average,Mean Average,worthwhile,Worthwhile
27.88,,year ending,2013 Q2 - 2014 Q1,W92000004,Wales,very-good,Very good,life-satisfaction,Life Satisfaction
25.81,,year ending,2012 Q1 - 2012 Q4,E92000001,England,very-good,Very good,life-satisfaction,Life Satisfaction
7.72,,year ending,2012 Q4 - 2013 Q3,K02000001,United Kingdom,mean-average,Mean Average,worthwhile,Worthwhile
7.84,,year ending,2015 Q1 - 2015 Q4,K02000001,United Kingdom,mean-average,Mean Average,worthwhile,Worthwhile
52.04,,year ending,2015 Q3 - 2016 Q2,K02000001,United Kingdom,good,Good,life-satisfaction,Life Satisfaction
14.63,,year ending,2015 Q4 - 2016 Q3,W92000004,Wales,fair,Fair,life-satisfaction,Life Satisfaction
7.39,,year ending,2011 Q4 - 2012 Q3,W92000004,Wales,mean-average,Mean Average,life-satisfaction,Life Satisfaction
5.42,,year ending,2015 Q1 - 2015 Q4,W92000004,Wales,poor,Poor,life-satisfaction,Life Satisfaction
34.4,,year ending,2014 Q3 - 2015 Q2,K02000001,United Kingdom,very-good,Very good,worthwhile,Worthwhile
15.27,,year ending,2014 Q1 - 2014 Q4,E92000001,England,fair,Fair,life-satisfaction,Life Satisfaction
49.34,,year ending,2015 Q1 - 2015 Q4,E92000001,England,good,Good,worthwhile,Worthwhile
16.92,,year ending,2012 Q3 - 2013 Q2,E92000001,England,fair,Fair,life-satisfaction,Life Satisfaction
8.79,,year ending,2015 Q4 - 2016 Q3,K02000001,United Kingdom,poor,Poor,happiness,Happiness
7.68,,year ending,2016 Q2 - 2017 Q1,E92000001,England,mean-average,Mean Average,life-satisfaction,Life Satisfaction
17.44,,year ending,2011 Q4 - 2012 Q3,E92000001,England,fair,Fair,life-satisfaction,Life Satisfaction
50.44,,year ending,2014 Q4 - 2015 Q3,W92000004,Wales,good,Good,life-satisfaction,Life Satisfaction
45.67,,year ending,2012 Q4 - 2013 Q3,N92000002,Northern Ireland,good,Good,worthwhile,Worthwhile
7.39,,year ending,2013 Q2 - 2014 Q1,K02000001,United Kingdom,mean-average,Mean Average,happiness,Happiness
40.4,,year ending,2013 Q3 - 2014 Q2,K02000001,United Kingdom,good,Good,happiness,Happiness
10.66,,year ending,2011 Q3 - 2012 Q2,K02000001,United Kingdom,poor,Poor,happiness,Happiness
23.39,,year ending,2012 Q1 - 2012 Q4,K02000001,United Kingdom,good,Good,anxiety,Anxiety
7.89,,year ending,2014 Q2 - 2015 Q1,N92000002,Northern Ireland,mean-average,Mean Average,life-satisfaction,Life Satisfaction
4.33,,year ending,2012 Q1 - 2012 Q4,E92000001,England,poor,Poor,worthwhile,Worthwhile
12.2,,year ending,2013 Q3 - 2014 Q2,N92000002,Northern Ireland,fair,Fair,worthwhile,Worthwhile
27.86,,year ending,2014 Q1 - 2014 Q4,E92000001,England,very-good,Very good,life-satisfaction,Life Satisfaction
31.81,,year ending,2012 Q4 - 2013 Q3,K02000001,United Kingdom,very-good,Very good,happiness,Happiness
8.69,,year ending,2014 Q3 - 2015 Q2,K02000001,United Kingdom,poor,Poor,happiness,Happiness
17.09,,year ending,2012 Q4 - 2013 Q3,K02000001,United Kingdom,fair,Fair,anxiety,Anxiety
28.73,,year ending,2015 Q1 - 2015 Q4,E92000001,England,very-good,Very good,life-satisfaction,Life Satisfaction
13.87,,year ending,2013 Q3 - 2014 Q2,E92000001,England,fair,Fair,worthwhile,Worthwhile
40.26,,year ending,2016 Q2 - 2017 Q1,K02000001,United Kingdom,good,Good,happiness,Happiness
51.06,,year ending,2014 Q4 - 2015 Q3,S92000003,Scotland,good,Good,worthwhile,Worthwhile
7.48,,year ending,2015 Q4 - 2016 Q3,K02000001,United Kingdom,mean-average,Mean Average,happiness,Happiness
51.65,,year ending,2013 Q4 - 2014 Q3,K02000001,United Kingdom,good,Good,life-satisfaction,Life Satisfaction
3.96,,year ending,2014 Q4 - 2015 Q3,N92000002,Northern Ireland,poor,Poor,life-satisfaction,Life Satisfaction
17.67,,year ending,2012 Q1 - 2012 Q4,K02000001,United Kingdom,fair,Fair,anxiety,Anxiety
5.98,,year ending,2013 Q2 - 2014 Q1,W92000004,Wales,poor,Poor,life-satisfaction,Life Satisfaction
7.78,,year ending,2013 Q4 - 2014 Q3,K02000001,United Kingdom,mean-average,Mean Average,worthwhile,Worthwhile
3.35,,year ending,2014 Q2 - 2015 Q1,N92000002,Northern Ireland,poor,Poor,life-satisfaction,Life Satisfaction
14.22,,year ending,2015 Q3 - 2016 Q2,E92000001,England,fair,Fair,life-satisfaction,Life Satisfaction
51.74,,year ending,2013 Q3 - 2014 Q2,E92000001,England,good,Good,life-satisfaction,Life Satisfaction
3.64,,year ending,2015 Q3 - 2016 Q2,K02000001,United Kingdom,poor,Poor,worthwhile,Worthwhile
32.69,,year ending,2013 Q2 - 2014 Q1,K02000001,United Kingdom,very-good,Very good,worthwhile,Worthwhile
29.37,,year ending,2016 Q1 - 2016 Q4,E92000001,England,very-good,Very good,life-satisfaction,Life Satisfaction
49.26,,year ending,2012 Q1 - 2012 Q4,K02000001,United Kingdom,good,Good,worthwhile,Worthwhile
7.88,,year ending,2015 Q4 - 2016 Q3,N92000002,Northern Ireland,mean-average,Mean Average,life-satisfaction,Life Satisfaction
7.52,,year ending,2012 Q1 - 2012 Q4,S92000003,Scotland,mean-average,Mean Average,life-satisfaction,Life Satisfaction
14.93,,year ending,2014 Q2 - 2015 Q1,E92000001,England,fair,Fair,life-satisfaction,Life Satisfaction
49.15,,year ending,2015 Q3 - 2016 Q2,K02000001,United Kingdom,good,Good,worthwhile,Worthwhile
33.13,,year ending,2012 Q3 - 2013 Q2,N92000002,Northern Ireland,very-good,Very good,life-satisfaction,Life Satisfaction
48.84,,year ending,2015 Q1 - 2015 Q4,W92000004,Wales,good,Good,worthwhile,Worthwhile
29.93,,year ending,2016 Q4 - 2017 Q3,E92000001,England,very-good,Very good,life-satisfaction,Life Satisfaction
23.25,,year ending,2014 Q1 - 2014 Q4,K02000001,United Kingdom,good,Good,anxiety,Anxiety
7.67,,year ending,2016 Q1 - 2016 Q4,E92000001,England,mean-average,Mean Average,life-satisfaction,Life Satisfaction
25.86,,year ending,2011 Q4 - 2012 Q3,E92000001,England,very-good,Very good,life-satisfaction,Life Satisfaction
7.43,,year ending,2013 Q4 - 2014 Q3,K02000001,United Kingdom,mean-average,Mean Average,happiness,Happiness
10.26,,year ending,2012 Q2 - 2013 Q1,S92000003,Scotland,poor,Poor,happiness,Happiness
40.7,,year ending,2012 Q2 - 2013 Q1,K02000001,United Kingdom,good,Good,happiness,Happiness
15.91,,year ending,2012 Q1 - 2012 Q4,S92000003,Scotland,fair,Fair,life-satisfaction,Life Satisfaction
50.74,,year ending,2015 Q2 - 2016 Q1,W92000004,Wales,good,Good,life-satisfaction,Life Satisfaction
2.85,,year ending,2015 Q1 - 2015 Q4,K02000001,United Kingdom,mean-average,Mean Average,anxiety,Anxiety
